municipio,uf,regiao,ano,meta,target
Bom Jesus do Galho,MG,Sudeste,2024,80.0,0
Ribeirão do Pinhal,PR,Sul,2024,80.0,1
Cabrália Paulista,SP,Sudeste,2024,79.5,0
Paranaíta,MT,Centro-Oeste,2024,63.88,1
São João da Boa Vista,SP,Sudeste,2024,58.79,1
Alvinópolis,MG,Sudeste,2024,54.12,1
Nova Floresta,PB,Nordeste,2024,68.38,0
Americana,SP,Sudeste,2024,62.11,1
Salto da Divisa,MG,Sudeste,2024,49.57,1
Bady Bassitt,SP,Sudeste,2024,59.68,1
Quarto Centenário,PR,Sul,2024,79.9,0
Pinhal Grande,RS,Sul,2024,66.33,0
Ingazeira,PE,Nordeste,2024,78.78,1
Porto Xavier,RS,Sul,2024,73.05,0
Nazaré Paulista,SP,Sudeste,2024,52.23,1
Monte Aprazível,SP,Sudeste,2024,74.54,0
Nazaré Paulista,SP,Sudeste,2024,52.23,1
Bofete,SP,Sudeste,2024,51.32,1
Água Fria de Goiás,GO,Centro-Oeste,2024,59.82,1
Vidal Ramos,SC,Sul,2024,74.32,1
Turmalina,MG,Sudeste,2024,58.26,1
São José da Bela Vista,SP,Sudeste,2024,52.91,0
Governador Dix-Sept Rosado,RN,Nordeste,2024,61.52,0
Nova Glória,GO,Centro-Oeste,2024,80.0,1
Itaguari,GO,Centro-Oeste,2024,80.0,0
São João do Caiuá,PR,Sul,2024,80.0,1
Santo Antônio de Posse,SP,Sudeste,2024,58.55,1
Tupã,SP,Sudeste,2024,55.08,0
Nazaré Paulista,SP,Sudeste,2024,52.23,1
Presidente Getúlio,SC,Sul,2024,65.13,0
Casinhas,PE,Nordeste,2024,79.54,1
Madre de Deus de Minas,MG,Sudeste,2024,71.14,0
Sabinópolis,MG,Sudeste,2024,46.78,1
Iretama,PR,Sul,2024,80.0,1
Capelinha,MG,Sudeste,2024,60.28,1
Brasil Novo,PA,Norte,2024,74.26,1
Boracéia,SP,Sudeste,2024,72.55,0
Mirassol,SP,Sudeste,2024,69.6,0
Bom Jardim de Goiás,GO,Centro-Oeste,2024,79.26,0
Piedade,SP,Sudeste,2024,62.12,1
Cristais Paulista,SP,Sudeste,2024,54.91,0
Herval,RS,Sul,2024,57.32,0
Inconfidentes,MG,Sudeste,2024,80.0,1
Santo André,SP,Sudeste,2024,57.33,1
Esperantinópolis,MA,Nordeste,2024,62.78,1
Juru,PB,Nordeste,2024,68.31,0
Antônio Carlos,MG,Sudeste,2024,78.32,0
Cristais,MG,Sudeste,2024,69.33,1
Manaíra,PB,Nordeste,2024,80.0,0
Joselândia,MA,Nordeste,2024,58.77,1
Congonhas,MG,Sudeste,2024,60.11,1
Trindade do Sul,RS,Sul,2024,80.0,0
Nova Odessa,SP,Sudeste,2024,59.09,0
Novo Cruzeiro,MG,Sudeste,2024,76.27,1
Ouro Branco,MG,Sudeste,2024,67.76,1
Salto,SP,Sudeste,2024,60.17,1
Alcântara,MA,Nordeste,2024,74.47,0
Regente Feijó,SP,Sudeste,2024,78.07,0
Timóteo,MG,Sudeste,2024,59.91,1
Harmonia,RS,Sul,2024,80.0,0
Abadiânia,GO,Centro-Oeste,2024,79.11,1
Viçosa,MG,Sudeste,2024,65.52,1
Guapé,MG,Sudeste,2024,62.11,1
Campo Novo do Parecis,MT,Centro-Oeste,2024,65.16,1
Jaú,SP,Sudeste,2024,63.12,0
Presidente Prudente,SP,Sudeste,2024,58.37,1
Tabatinga,SP,Sudeste,2024,65.32,0
Paraíso do Sul,RS,Sul,2024,80.0,0
Rio Azul,PR,Sul,2024,80.0,1
Curral Novo do Piauí,PI,Nordeste,2024,22.86,1
Socorro,SP,Sudeste,2024,55.63,1
Nova Granada,SP,Sudeste,2024,64.31,0
Barra do Chapéu,SP,Sudeste,2024,67.5,0
Carapicuíba,SP,Sudeste,2024,50.83,1
São João del Rei,MG,Sudeste,2024,59.67,1
Barão de Melgaço,MT,Centro-Oeste,2024,63.34,0
Cafelândia,SP,Sudeste,2024,64.3,0
São Francisco de Assis,RS,Sul,2024,61.82,1
Santa Terezinha,SC,Sul,2024,80.0,0
Coromandel,MG,Sudeste,2024,47.93,1
Turmalina,MG,Sudeste,2024,58.26,1
São José do Inhacorá,RS,Sul,2024,80.0,0
Nova Era,MG,Sudeste,2024,63.58,1
Angélica,MS,Centro-Oeste,2024,80.0,1
Socorro,SP,Sudeste,2024,55.63,1
Taguaí,SP,Sudeste,2024,62.14,1
Timbó,SC,Sul,2024,71.48,1
Bela Vista de Minas,MG,Sudeste,2024,66.46,1
Bom Jesus do Oeste,SC,Sul,2024,74.35,1
Araçoiaba da Serra,SP,Sudeste,2024,54.42,1
Jerônimo Monteiro,ES,Sudeste,2024,71.71,1
Cristal,RS,Sul,2024,68.53,1
Santana do Piauí,PI,Nordeste,2024,40.02,1
Araras,SP,Sudeste,2024,61.73,0
Oeiras,PI,Nordeste,2024,68.21,1
Atalanta,SC,Sul,2024,72.52,1
Juquitiba,SP,Sudeste,2024,63.43,0
Botelhos,MG,Sudeste,2024,67.86,1
Ipuã,SP,Sudeste,2024,77.52,0
São Bernardino,SC,Sul,2024,80.0,0
São João do Oeste,SC,Sul,2024,80.0,1
Anhumas,SP,Sudeste,2024,69.09,0
Nova Canaã do Norte,MT,Centro-Oeste,2024,60.45,1
Divinópolis,MG,Sudeste,2024,67.23,1
Nova Veneza,SC,Sul,2024,71.23,1
Equador,RN,Nordeste,2024,27.64,1
Ouvidor,GO,Centro-Oeste,2024,67.81,1
Jaguaraçu,MG,Sudeste,2024,65.26,1
Muniz Freire,ES,Sudeste,2024,80.0,1
Abre Campo,MG,Sudeste,2024,80.0,1
Natividade da Serra,SP,Sudeste,2024,46.55,1
Puxinanã,PB,Nordeste,2024,76.24,0
Arroio do Tigre,RS,Sul,2024,80.0,0
Guaratinguetá,SP,Sudeste,2024,60.67,0
Severínia,SP,Sudeste,2024,48.16,1
Leme do Prado,MG,Sudeste,2024,57.42,1
Campinas do Sul,RS,Sul,2024,80.0,0
Pejuçara,RS,Sul,2024,64.52,0
Pedra Preta,RN,Nordeste,2024,48.13,0
Áurea,RS,Sul,2024,80.0,0
Agudo,RS,Sul,2024,60.08,0
Almino Afonso,RN,Nordeste,2024,17.02,1
São José do Peixe,PI,Nordeste,2024,76.6,0
Santa Helena,SC,Sul,2024,78.58,0
Orobó,PE,Nordeste,2024,64.34,1
Dores de Guanhães,MG,Sudeste,2024,48.52,1
Curral Velho,PB,Nordeste,2024,44.57,1
Anhanguera,GO,Centro-Oeste,2024,80.0,1
Canaã,MG,Sudeste,2024,76.58,1
Guatambú,SC,Sul,2024,50.17,1
Patis,MG,Sudeste,2024,77.38,1
Grão Pará,SC,Sul,2024,67.57,1
Tocos do Moji,MG,Sudeste,2024,78.63,1
Santa Rita de Caldas,MG,Sudeste,2024,80.0,1
Canaã,MG,Sudeste,2024,76.58,1
São Caetano do Sul,SP,Sudeste,2024,64.1,1
Bertópolis,MG,Sudeste,2024,62.87,1
Ibaté,SP,Sudeste,2024,57.31,1
Brejetuba,ES,Sudeste,2024,69.4,1
Montes Claros de Goiás,GO,Centro-Oeste,2024,68.75,1
Satubinha,MA,Nordeste,2024,80.0,0
Canaã,MG,Sudeste,2024,76.58,1
Tuiuti,SP,Sudeste,2024,68.04,0
São Sebastião de Lagoa de Roça,PB,Nordeste,2024,66.95,0
Monte Belo,MG,Sudeste,2024,55.11,1
Seara,SC,Sul,2024,80.0,0
Pequi,MG,Sudeste,2024,66.77,1
Cabedelo,PB,Nordeste,2024,54.02,1
Bocaiúva,MG,Sudeste,2024,70.61,1
Itá,SC,Sul,2024,70.81,1
Schroeder,SC,Sul,2024,65.84,1
Planalto Alegre,SC,Sul,2024,79.63,1
Recursolândia,TO,Norte,2024,8.25,1
Altos,PI,Nordeste,2024,64.89,0
Piracicaba,SP,Sudeste,2024,58.93,1
São Miguel do Oeste,SC,Sul,2024,70.46,1
Neves Paulista,SP,Sudeste,2024,80.0,0
General Carneiro,MT,Centro-Oeste,2024,80.0,0
Paulínia,SP,Sudeste,2024,53.65,1
Chiapetta,RS,Sul,2024,78.78,0
Datas,MG,Sudeste,2024,80.0,1
Pitangui,MG,Sudeste,2024,80.0,1
São Luís do Paraitinga,SP,Sudeste,2024,74.44,0
Santo Antônio do Monte,MG,Sudeste,2024,80.0,1
Turmalina,MG,Sudeste,2024,58.26,1
Curitibanos,SC,Sul,2024,53.71,1
Embu das Artes,SP,Sudeste,2024,39.54,1
Minaçu,GO,Centro-Oeste,2024,76.32,1
Formosa do Oeste,PR,Sul,2024,80.0,1
Tapiraí,SP,Sudeste,2024,58.05,0
Monsenhor Hipólito,PI,Nordeste,2024,80.0,1
Campos do Jordão,SP,Sudeste,2024,55.98,1
São José de Piranhas,PB,Nordeste,2024,40.93,1
Carnaíba,PE,Nordeste,2024,80.0,1
Angicos,RN,Nordeste,2024,26.39,1
Lagoa Dourada,MG,Sudeste,2024,66.55,1
Mutum,MG,Sudeste,2024,64.53,1
Juruena,MT,Centro-Oeste,2024,63.07,1
Combinado,TO,Norte,2024,65.04,0
Corupá,SC,Sul,2024,64.27,1
Piracaia,SP,Sudeste,2024,62.06,0
Angatuba,SP,Sudeste,2024,53.44,1
Leme do Prado,MG,Sudeste,2024,57.42,1
Jaquirana,RS,Sul,2024,70.35,0
Benedito Novo,SC,Sul,2024,64.47,1
Itapira,SP,Sudeste,2024,63.71,0
Serrania,MG,Sudeste,2024,66.47,1
Monte Carmelo,MG,Sudeste,2024,66.33,1
Pirassununga,SP,Sudeste,2024,51.43,1
Araporã,MG,Sudeste,2024,65.56,1
Arapuã,PR,Sul,2024,58.64,1
Getúlio Vargas,RS,Sul,2024,74.54,0
Rio Bananal,ES,Sudeste,2024,75.44,1
Narandiba,SP,Sudeste,2024,57.61,1
Patos de Minas,MG,Sudeste,2024,70.88,1
Araçariguama,SP,Sudeste,2024,55.05,0
Varzelândia,MG,Sudeste,2024,52.18,1
Abdon Batista,SC,Sul,2024,73.3,1
Bonfinópolis de Minas,MG,Sudeste,2024,80.0,0
Nova Venécia,ES,Sudeste,2024,80.0,1
Vila Valério,ES,Sudeste,2024,80.0,0
Bauru,SP,Sudeste,2024,49.57,1
Amparo,SP,Sudeste,2024,56.97,1
Itapira,SP,Sudeste,2024,63.71,0
Afonso Cláudio,ES,Sudeste,2024,80.0,1
Jaguaré,ES,Sudeste,2024,73.41,1
São Raimundo das Mangabeiras,MA,Nordeste,2024,72.44,1
Corumbaíba,GO,Centro-Oeste,2024,72.79,1
Nova Venécia,ES,Sudeste,2024,80.0,1
São Carlos,SP,Sudeste,2024,56.26,1
Rio Pomba,MG,Sudeste,2024,67.71,1
Ataléia,MG,Sudeste,2024,69.2,0
Mineiros,GO,Centro-Oeste,2024,80.0,1
Santa Cruz do Rio Pardo,SP,Sudeste,2024,57.25,1
Dumont,SP,Sudeste,2024,77.25,0
Brasilândia de Minas,MG,Sudeste,2024,77.23,0
Itati,RS,Sul,2024,52.69,1
Divino,MG,Sudeste,2024,54.23,1
São José de Espinharas,PB,Nordeste,2024,60.23,0
Camalaú,PB,Nordeste,2024,42.98,1
Bonópolis,GO,Centro-Oeste,2024,54.0,1
Socorro,SP,Sudeste,2024,55.63,1
Jequeri,MG,Sudeste,2024,61.2,1
Divinolândia de Minas,MG,Sudeste,2024,69.54,1
Itapaci,GO,Centro-Oeste,2024,79.01,1
Brumadinho,MG,Sudeste,2024,71.82,1
Divino das Laranjeiras,MG,Sudeste,2024,47.5,1
Luz,MG,Sudeste,2024,58.68,1
Santa Adélia,SP,Sudeste,2024,63.89,1
Bueno Brandão,MG,Sudeste,2024,65.8,1
Ituporanga,SC,Sul,2024,66.76,1
São José da Varginha,MG,Sudeste,2024,59.26,1
Orindiúva,SP,Sudeste,2024,49.39,0
Rio Rufino,SC,Sul,2024,68.06,1
Itumbiara,GO,Centro-Oeste,2024,71.41,1
Enéas Marques,PR,Sul,2024,80.0,1
Goianira,GO,Centro-Oeste,2024,70.86,1
Santa Cecília,PB,Nordeste,2024,19.74,1
Santo Antônio de Goiás,GO,Centro-Oeste,2024,80.0,1
Jati,CE,Nordeste,2024,75.23,1
Ibiraci,MG,Sudeste,2024,39.73,1
João Alfredo,PE,Nordeste,2024,60.81,1
Irineópolis,SC,Sul,2024,73.1,1
Vera Cruz,SP,Sudeste,2024,65.56,0
Rancharia,SP,Sudeste,2024,63.34,0
Turvolândia,MG,Sudeste,2024,64.7,1
Cruzília,MG,Sudeste,2024,80.0,0
São Vicente do Sul,RS,Sul,2024,77.73,0
Herval,RS,Sul,2024,57.32,1
Itanhandu,MG,Sudeste,2024,80.0,0
São Sebastião do Rio Verde,MG,Sudeste,2024,70.28,1
Leme do Prado,MG,Sudeste,2024,57.42,1
Salvador,BA,Nordeste,2024,45.52,1
Carlos Barbosa,RS,Sul,2024,69.44,0
Capim,PB,Nordeste,2024,60.01,1
Pompéu,MG,Sudeste,2024,67.62,1
Aguanil,MG,Sudeste,2024,80.0,1
Garça,SP,Sudeste,2024,56.55,1
Cananéia,SP,Sudeste,2024,67.33,0
Franca,SP,Sudeste,2024,61.42,1
Jacuí,MG,Sudeste,2024,72.3,1
São Paulo,SP,Sudeste,2024,44.37,1
Massaranduba,SC,Sul,2024,72.41,1
Patos de Minas,MG,Sudeste,2024,70.88,1
Bonfinópolis,GO,Centro-Oeste,2024,61.67,1
Jacupiranga,SP,Sudeste,2024,66.5,0
Marília,SP,Sudeste,2024,62.61,1
Dracena,SP,Sudeste,2024,65.9,0
Vargem Alegre,MG,Sudeste,2024,80.0,1
Cabedelo,PB,Nordeste,2024,54.02,1
Conceição do Castelo,ES,Sudeste,2024,77.84,1
Caiana,MG,Sudeste,2024,62.1,1
Miraí,MG,Sudeste,2024,80.0,0
Rio Negro,PR,Sul,2024,80.0,1
Paraibuna,SP,Sudeste,2024,66.21,0
Penápolis,SP,Sudeste,2024,63.79,1
Capelinha,MG,Sudeste,2024,60.28,1
Guarabira,PB,Nordeste,2024,42.78,1
Acauã,PI,Nordeste,2024,80.0,1
Marilândia,ES,Sudeste,2024,78.73,0
Sertãozinho,PB,Nordeste,2024,56.63,1
Pio IX,PI,Nordeste,2024,42.01,1
Cristiano Otoni,MG,Sudeste,2024,73.35,1
Rio Piracicaba,MG,Sudeste,2024,77.46,1
Nova Roma do Sul,RS,Sul,2024,80.0,1
Luz,MG,Sudeste,2024,58.68,1
Igaracy,PB,Nordeste,2024,36.1,1
Santa Maria de Jetibá,ES,Sudeste,2024,80.0,0
Sacramento,MG,Sudeste,2024,66.63,1
Guaiçara,SP,Sudeste,2024,55.48,1
Angicos,RN,Nordeste,2024,26.39,1
Paulo de Faria,SP,Sudeste,2024,55.24,1
Capitólio,MG,Sudeste,2024,80.0,1
Sales,SP,Sudeste,2024,69.91,0
Pinheiros,ES,Sudeste,2024,77.69,1
Abadia dos Dourados,MG,Sudeste,2024,64.48,1
Jacuípe,AL,Nordeste,2024,58.55,1
Santa Teresa,ES,Sudeste,2024,80.0,1
São Luís do Curu,CE,Nordeste,2024,80.0,0
Santa Teresa,ES,Sudeste,2024,80.0,1
Governador Dix-Sept Rosado,RN,Nordeste,2024,61.52,0
Mara Rosa,GO,Centro-Oeste,2024,71.26,1
Embu-Guaçu,SP,Sudeste,2024,51.94,1
Juquitiba,SP,Sudeste,2024,63.43,1
Capinópolis,MG,Sudeste,2024,55.94,1
Itaju,SP,Sudeste,2024,58.17,0
Itamarandiba,MG,Sudeste,2024,62.57,1
Santo Antônio do Leste,MT,Centro-Oeste,2024,64.12,1
São Sebastião da Bela Vista,MG,Sudeste,2024,69.08,1
Croatá,CE,Nordeste,2024,80.0,1
Barra do Garças,MT,Centro-Oeste,2024,64.28,1
Maravilha,SC,Sul,2024,80.0,0
São Gonçalo do Rio Abaixo,MG,Sudeste,2024,80.0,1
Palmitinho,RS,Sul,2024,80.0,0
Agudos do Sul,PR,Sul,2024,76.47,1
Serrinha dos Pintos,RN,Nordeste,2024,61.18,0
São Tomé,RN,Nordeste,2024,27.18,1
Timbaúba dos Batistas,RN,Nordeste,2024,27.96,1
Barão de Cotegipe,RS,Sul,2024,80.0,0
Jaborandi,SP,Sudeste,2024,80.0,0
São José do Campestre,RN,Nordeste,2024,25.0,1
São Vendelino,RS,Sul,2024,80.0,0
Rosário da Limeira,MG,Sudeste,2024,59.92,1
Jaguari,RS,Sul,2024,67.37,1
Turiúba,SP,Sudeste,2024,80.0,1
Liberato Salzano,RS,Sul,2024,74.33,0
Japaraíba,MG,Sudeste,2024,72.45,1
Centenário,TO,Norte,2024,30.54,1
Santo Hipólito,MG,Sudeste,2024,62.33,1
São Valentim do Sul,RS,Sul,2024,80.0,0
Cacimba de Dentro,PB,Nordeste,2024,79.56,0
Monte Alegre do Sul,SP,Sudeste,2024,59.25,0
Araras,SP,Sudeste,2024,61.73,1
Americana,SP,Sudeste,2024,62.11,1
Sarutaiá,SP,Sudeste,2024,79.11,1
Santa Cruz da Conceição,SP,Sudeste,2024,68.76,1
Seara,SC,Sul,2024,80.0,0
Campo Redondo,RN,Nordeste,2024,31.26,1
Itapetim,PE,Nordeste,2024,67.68,1
Campina Grande,PB,Nordeste,2024,48.39,1
Crucilândia,MG,Sudeste,2024,80.0,1
Ipaussu,SP,Sudeste,2024,59.79,0
Major Sales,RN,Nordeste,2024,38.44,1
Paraisópolis,MG,Sudeste,2024,63.95,1
Três Marias,MG,Sudeste,2024,70.22,1
Mutum,MG,Sudeste,2024,64.53,1
Rio Manso,MG,Sudeste,2024,72.62,1
Domingos Martins,ES,Sudeste,2024,80.0,1
Ribeirão Bonito,SP,Sudeste,2024,79.35,0
Caiapônia,GO,Centro-Oeste,2024,77.1,1
Luz,MG,Sudeste,2024,58.68,1
Novo Horizonte,SC,Sul,2024,80.0,1
Maravilha,AL,Nordeste,2024,70.6,1
Salesópolis,SP,Sudeste,2024,67.15,0
Guairaçá,PR,Sul,2024,73.72,1
Pomerode,SC,Sul,2024,65.94,1
Itapecerica,MG,Sudeste,2024,73.56,1
Arroio do Meio,RS,Sul,2024,80.0,0
Barão de Monte Alto,MG,Sudeste,2024,66.24,1
São Marcos,RS,Sul,2024,80.0,0
Juscimeira,MT,Centro-Oeste,2024,53.79,1
Pratápolis,MG,Sudeste,2024,65.46,1
Triunfo,PE,Nordeste,2024,80.0,1
Queimada Nova,PI,Nordeste,2024,63.49,1
Limeira,SP,Sudeste,2024,65.28,0
Posse,GO,Centro-Oeste,2024,76.74,1
São João,PR,Sul,2024,80.0,1
Antônio Carlos,SC,Sul,2024,75.32,0
Itamogi,MG,Sudeste,2024,64.25,1
Caicó,RN,Nordeste,2024,42.3,1
Américo de Campos,SP,Sudeste,2024,63.29,1
Terra Roxa,SP,Sudeste,2024,69.28,1
Limeira,SP,Sudeste,2024,65.28,0
Barra do Garças,MT,Centro-Oeste,2024,64.28,1
Capinzal do Norte,MA,Nordeste,2024,42.37,1
Caturama,BA,Nordeste,2024,52.31,0
Corumbataí do Sul,PR,Sul,2024,80.0,1
Sandolândia,TO,Norte,2024,51.26,1
Cumaru,PE,Nordeste,2024,76.97,1
Brasilândia do Tocantins,TO,Norte,2024,36.84,1
Aurora,SC,Sul,2024,65.45,1
Sacramento,MG,Sudeste,2024,66.63,1
Doutor Severiano,RN,Nordeste,2024,58.21,0
Colíder,MT,Centro-Oeste,2024,54.3,1
São Lourenço,MG,Sudeste,2024,66.73,1
Rio do Oeste,SC,Sul,2024,80.0,0
Pinheiros,ES,Sudeste,2024,77.69,1
Caldeirão Grande do Piauí,PI,Nordeste,2024,80.0,1
Touros,RN,Nordeste,2024,31.91,1
Carnaubais,RN,Nordeste,2024,34.58,1
Taiobeiras,MG,Sudeste,2024,70.99,1
Vermelho Novo,MG,Sudeste,2024,74.55,1
Santa Teresa,ES,Sudeste,2024,80.0,1
Santiago do Sul,SC,Sul,2024,74.66,1
Senador Cortes,MG,Sudeste,2024,48.13,1
Edealina,GO,Centro-Oeste,2024,77.15,1
Registro,SP,Sudeste,2024,56.89,1
Pindamonhangaba,SP,Sudeste,2024,58.74,1
Lagoa dos Gatos,PE,Nordeste,2024,72.37,1
Vargem Grande Paulista,SP,Sudeste,2024,60.02,1
Iporã do Oeste,SC,Sul,2024,80.0,1
Tocantínia,TO,Norte,2024,48.88,1
Vicentinópolis,GO,Centro-Oeste,2024,78.5,1
Itarana,ES,Sudeste,2024,78.33,1
Lençóis Paulista,SP,Sudeste,2024,64.4,0
Virgem da Lapa,MG,Sudeste,2024,55.04,1
São José dos Campos,SP,Sudeste,2024,61.18,1
Alvinópolis,MG,Sudeste,2024,54.12,1
Abre Campo,MG,Sudeste,2024,80.0,1
Piquete,SP,Sudeste,2024,67.86,1
Coronel Xavier Chaves,MG,Sudeste,2024,73.66,1
Patos de Minas,MG,Sudeste,2024,70.88,1
Rio Quente,GO,Centro-Oeste,2024,79.37,1
Alfredo Chaves,ES,Sudeste,2024,75.35,1
Fortaleza dos Nogueiras,MA,Nordeste,2024,50.73,1
Santa Cruz da Baixa Verde,PE,Nordeste,2024,76.08,1
Cedral,SP,Sudeste,2024,74.02,0
Patrocínio Paulista,SP,Sudeste,2024,50.36,1
Dom Bosco,MG,Sudeste,2024,59.62,1
Ibiraçu,ES,Sudeste,2024,69.69,1
Tarumirim,MG,Sudeste,2024,71.59,1
Quatiguá,PR,Sul,2024,80.0,1
Mococa,SP,Sudeste,2024,51.87,1
Cosmorama,SP,Sudeste,2024,80.0,0
Itanhomi,MG,Sudeste,2024,47.22,1
Diamante do Sul,PR,Sul,2024,71.09,1
Juazeiro do Norte,CE,Nordeste,2024,63.78,0
Ibiara,PB,Nordeste,2024,19.37,1
Rio Claro,SP,Sudeste,2024,55.16,1
Muniz Freire,ES,Sudeste,2024,80.0,0
Alegre,ES,Sudeste,2024,69.0,1
Realeza,PR,Sul,2024,80.0,0
Lastro,PB,Nordeste,2024,27.9,1
Barcelona,RN,Nordeste,2024,59.37,1
Uruaçu,GO,Centro-Oeste,2024,71.02,1
Timburi,SP,Sudeste,2024,45.52,1
São Simão,GO,Centro-Oeste,2024,73.9,1
Mogi Guaçu,SP,Sudeste,2024,56.12,1
Parelhas,RN,Nordeste,2024,49.2,1
São Gonçalo do Abaeté,MG,Sudeste,2024,80.0,1
Santa Isabel,GO,Centro-Oeste,2024,79.56,0
Oliveira,MG,Sudeste,2024,54.71,1
Pinhalzinho,SC,Sul,2024,78.51,0
Marília,SP,Sudeste,2024,62.61,1
Capitão Andrade,MG,Sudeste,2024,46.67,1
Barão de Melgaço,MT,Centro-Oeste,2024,63.34,0
Presidente Nereu,SC,Sul,2024,56.35,1
Areado,MG,Sudeste,2024,72.21,1
Doverlândia,GO,Centro-Oeste,2024,78.47,1
Capelinha,MG,Sudeste,2024,60.28,1
Itapagipe,MG,Sudeste,2024,66.51,1
Águas Mornas,SC,Sul,2024,80.0,0
São João do Paraíso,MG,Sudeste,2024,71.98,1
Alto Horizonte,GO,Centro-Oeste,2024,68.81,1
Pavão,MG,Sudeste,2024,80.0,1
Piranguinho,MG,Sudeste,2024,71.05,1
Manhuaçu,MG,Sudeste,2024,53.58,1
Ourinhos,SP,Sudeste,2024,55.25,0
Mutum,MG,Sudeste,2024,64.53,1
Divinópolis,MG,Sudeste,2024,67.23,1
Fernando Prestes,SP,Sudeste,2024,80.0,1
Antônio Carlos,SC,Sul,2024,75.32,0
Alpinópolis,MG,Sudeste,2024,48.26,1
São Francisco de Paula,MG,Sudeste,2024,78.86,1
Rafard,SP,Sudeste,2024,80.0,0
Angicos,RN,Nordeste,2024,26.39,1
Santa Maria de Jetibá,ES,Sudeste,2024,80.0,1
Carmo do Rio Verde,GO,Centro-Oeste,2024,79.02,1
Senador Firmino,MG,Sudeste,2024,68.56,1
Itapiranga,SC,Sul,2024,72.9,1
Bela Vista do Toldo,SC,Sul,2024,80.0,1
Botuporã,BA,Nordeste,2024,65.03,0
Santa Gertrudes,SP,Sudeste,2024,63.03,1
Conselheiro Lafaiete,MG,Sudeste,2024,67.43,1
Apiacás,MT,Centro-Oeste,2024,53.82,1
Natércia,MG,Sudeste,2024,71.74,1
Divino de São Lourenço,ES,Sudeste,2024,51.59,1
Altaneira,CE,Nordeste,2024,80.0,1
Engenheiro Caldas,MG,Sudeste,2024,61.83,1
Varzelândia,MG,Sudeste,2024,52.18,1
Sucupira,TO,Norte,2024,77.95,0
Mamanguape,PB,Nordeste,2024,51.66,1
Conselheiro Lafaiete,MG,Sudeste,2024,67.43,1
Campestre da Serra,RS,Sul,2024,80.0,1
