municipio,uf,regiao,ano,meta,target
Senhora dos Remédios,MG,Sudeste,2024,80.0,1
Gravataí,RS,Sul,2024,66.33,0
Caxias do Sul,RS,Sul,2024,70.89,0
Tapauá,AM,Norte,2024,54.31,0
Algodão de Jandaíra,PB,Nordeste,2024,50.06,1
Teolândia,BA,Nordeste,2024,52.65,0
Imperatriz,MA,Nordeste,2024,50.82,1
Santana do Manhuaçu,MG,Sudeste,2024,80.0,0
São Tomé,RN,Nordeste,2024,27.18,1
Terra Nova,BA,Nordeste,2024,30.46,0
Porto Alegre do Tocantins,TO,Norte,2024,12.49,1
Jaborandi,BA,Nordeste,2024,47.06,0
Campo Alegre,SC,Sul,2024,68.68,0
Guarujá do Sul,SC,Sul,2024,80.0,0
Iguaba Grande,RJ,Sudeste,2024,65.34,1
Uruçuí,PI,Nordeste,2024,34.96,0
Rafael Fernandes,RN,Nordeste,2024,59.65,0
Livramento de Nossa Senhora,BA,Nordeste,2024,44.87,0
Canoas,RS,Sul,2024,57.6,0
Santo Antônio,RN,Nordeste,2024,68.69,0
Itaporã,MS,Centro-Oeste,2024,70.79,0
Ipupiara,BA,Nordeste,2024,68.9,0
São José dos Pinhais,PR,Sul,2024,69.26,0
Matozinhos,MG,Sudeste,2024,52.79,1
Sabinópolis,MG,Sudeste,2024,46.78,1
Igarassu,PE,Nordeste,2024,65.47,1
Macau,RN,Nordeste,2024,34.46,0
Pinhais,PR,Sul,2024,65.58,0
Volta Redonda,RJ,Sudeste,2024,63.41,0
Pedro Velho,RN,Nordeste,2024,23.8,1
Nova Fátima,BA,Nordeste,2024,52.21,0
Barra do Quaraí,RS,Sul,2024,64.15,0
Gravataí,RS,Sul,2024,66.33,0
Bagé,RS,Sul,2024,64.98,0
Paramirim,BA,Nordeste,2024,52.28,0
Novo Progresso,PA,Norte,2024,64.5,0
Pouso Redondo,SC,Sul,2024,68.69,0
Naque,MG,Sudeste,2024,79.61,0
Itaipava do Grajaú,MA,Nordeste,2024,80.0,0
Vale do Anari,RO,Norte,2024,43.54,1
Vassouras,RJ,Sudeste,2024,67.8,0
Anastácio,MS,Centro-Oeste,2024,34.56,1
Giruá,RS,Sul,2024,76.85,0
Itaquiraí,MS,Centro-Oeste,2024,74.38,1
São Gonçalo do Amarante,RN,Nordeste,2024,56.91,0
Santo Expedito do Sul,RS,Sul,2024,80.0,0
Timbiras,MA,Nordeste,2024,47.97,0
Paverama,RS,Sul,2024,66.28,0
Careaçu,MG,Sudeste,2024,80.0,0
Osório,RS,Sul,2024,69.76,0
Ibiracatu,MG,Sudeste,2024,66.87,0
Três Ranchos,GO,Centro-Oeste,2024,79.54,1
Campo do Tenente,PR,Sul,2024,80.0,1
Santana da Boa Vista,RS,Sul,2024,53.93,0
Cafezal do Sul,PR,Sul,2024,59.73,1
Araguaçu,TO,Norte,2024,50.21,0
São Francisco do Brejão,MA,Nordeste,2024,65.51,0
Conceição de Ipanema,MG,Sudeste,2024,80.0,0
Alvorada de Minas,MG,Sudeste,2024,47.88,1
Vitorino Freire,MA,Nordeste,2024,55.82,1
Roncador,PR,Sul,2024,80.0,0
Porto Mauá,RS,Sul,2024,47.22,1
Morro Agudo,SP,Sudeste,2024,59.31,0
Presidente Lucena,RS,Sul,2024,80.0,0
Floresta do Araguaia,PA,Norte,2024,53.03,1
Lamarão,BA,Nordeste,2024,29.42,0
Água Fria,BA,Nordeste,2024,28.14,1
Regeneração,PI,Nordeste,2024,47.06,0
São Vicente,RN,Nordeste,2024,65.76,0
Portão,RS,Sul,2024,60.02,0
Santa Vitória do Palmar,RS,Sul,2024,59.99,0
Lafaiete Coutinho,BA,Nordeste,2024,69.64,0
Jaíba,MG,Sudeste,2024,48.75,1
Miranda do Norte,MA,Nordeste,2024,59.27,0
Grossos,RN,Nordeste,2024,46.65,1
Constantina,RS,Sul,2024,80.0,0
Corumbá de Goiás,GO,Centro-Oeste,2024,73.34,1
Água Limpa,GO,Centro-Oeste,2024,71.23,1
Dom Feliciano,RS,Sul,2024,63.01,1
Santa Filomena,PE,Nordeste,2024,62.41,0
Passo do Sobrado,RS,Sul,2024,80.0,0
Teresópolis,RJ,Sudeste,2024,63.09,1
Chapadão do Lageado,SC,Sul,2024,57.0,1
Santa Rita,PB,Nordeste,2024,47.0,0
São João do Paraíso,MA,Nordeste,2024,40.36,1
Porto Esperidião,MT,Centro-Oeste,2024,49.74,1
Itaipé,MG,Sudeste,2024,61.22,1
Restinga Seca,RS,Sul,2024,51.07,1
Chuvisca,RS,Sul,2024,72.46,0
Agrestina,PE,Nordeste,2024,73.01,0
Santa Rosa do Tocantins,TO,Norte,2024,27.99,1
Nonoai,RS,Sul,2024,48.14,0
Resplendor,MG,Sudeste,2024,72.87,0
Santo Cristo,RS,Sul,2024,76.62,0
Cachoeira do Sul,RS,Sul,2024,61.21,0
Macaúbas,BA,Nordeste,2024,49.35,0
Sapiranga,RS,Sul,2024,73.9,0
Rochedo,MS,Centro-Oeste,2024,45.12,1
Laje do Muriaé,RJ,Sudeste,2024,50.82,0
Olinda,PE,Nordeste,2024,62.95,0
Santa Cruz do Capibaribe,PE,Nordeste,2024,57.31,0
Ulianópolis,PA,Norte,2024,64.77,0
Cuité de Mamanguape,PB,Nordeste,2024,16.05,1
Araruna,PB,Nordeste,2024,41.93,0
São José da Tapera,AL,Nordeste,2024,54.11,0
Paraguaçu,MG,Sudeste,2024,65.34,1
Porto União,SC,Sul,2024,72.02,0
Sapé,PB,Nordeste,2024,40.74,0
Butiá,RS,Sul,2024,55.99,0
Santo Augusto,RS,Sul,2024,78.05,0
Carutapera,MA,Nordeste,2024,59.63,1
Buritirana,MA,Nordeste,2024,64.45,0
Rio das Ostras,RJ,Sudeste,2024,68.13,1
Itatiaia,RJ,Sudeste,2024,67.45,1
Balneário Rincão,SC,Sul,2024,55.22,0
Santo Amaro das Brotas,SE,Nordeste,2024,41.37,1
Sapucaia do Sul,RS,Sul,2024,62.6,0
Tavares,RS,Sul,2024,68.03,0
Viçosa,AL,Nordeste,2024,46.3,1
São José da Boa Vista,PR,Sul,2024,80.0,0
Itapiratins,TO,Norte,2024,41.84,1
Piratini,RS,Sul,2024,63.34,0
Aguiar,PB,Nordeste,2024,70.54,0
Luislândia,MG,Sudeste,2024,54.93,1
Bossoroca,RS,Sul,2024,54.93,0
Cícero Dantas,BA,Nordeste,2024,37.98,0
Passo Fundo,RS,Sul,2024,62.1,0
Dário Meira,BA,Nordeste,2024,44.31,0
Surubim,PE,Nordeste,2024,59.49,0
Coronel Sapucaia,MS,Centro-Oeste,2024,79.13,0
Teixeiras,MG,Sudeste,2024,76.18,0
Bela Vista do Maranhão,MA,Nordeste,2024,56.48,1
Pojuca,BA,Nordeste,2024,63.76,0
Santa Maria Madalena,RJ,Sudeste,2024,67.06,0
Santa Inês,MA,Nordeste,2024,52.49,0
Ibiassucê,BA,Nordeste,2024,67.46,0
Esteio,RS,Sul,2024,66.11,0
Ponte Serrada,SC,Sul,2024,57.53,0
Palmeiras,BA,Nordeste,2024,49.55,0
Geminiano,PI,Nordeste,2024,26.56,1
Calmon,SC,Sul,2024,65.76,0
Campo Grande,MS,Centro-Oeste,2024,47.69,1
Maracajá,SC,Sul,2024,62.07,0
Campo Grande,MS,Centro-Oeste,2024,47.69,1
Manga,MG,Sudeste,2024,31.24,1
Montalvânia,MG,Sudeste,2024,53.65,1
Guimarães,MA,Nordeste,2024,80.0,1
Anastácio,MS,Centro-Oeste,2024,34.56,1
Conceição das Alagoas,MG,Sudeste,2024,59.46,0
Cacimbinhas,AL,Nordeste,2024,37.62,1
Vicência,PE,Nordeste,2024,61.19,1
Portão,RS,Sul,2024,60.02,0
Martins,RN,Nordeste,2024,47.7,1
Nanuque,MG,Sudeste,2024,56.6,1
Bom Sucesso,PR,Sul,2024,57.91,1
Monte do Carmo,TO,Norte,2024,71.56,0
Passo Fundo,RS,Sul,2024,62.1,0
Mirante da Serra,RO,Norte,2024,62.66,1
Floresta do Piauí,PI,Nordeste,2024,80.0,0
Pugmil,TO,Norte,2024,27.85,1
Bozano,RS,Sul,2024,80.0,0
Quixabá,PB,Nordeste,2024,70.95,0
Pedro Laurentino,PI,Nordeste,2024,44.28,1
Tapiramutá,BA,Nordeste,2024,39.97,1
Canoas,RS,Sul,2024,57.6,0
Feira da Mata,BA,Nordeste,2024,59.76,0
Campo Bom,RS,Sul,2024,77.73,0
Mata,RS,Sul,2024,67.91,0
Amaral Ferrador,RS,Sul,2024,72.06,0
Vila Flores,RS,Sul,2024,80.0,0
Presidente Juscelino,MG,Sudeste,2024,80.0,0
Maximiliano de Almeida,RS,Sul,2024,80.0,0
Progresso,RS,Sul,2024,78.65,0
Diorama,GO,Centro-Oeste,2024,80.0,0
Itumirim,MG,Sudeste,2024,62.66,1
São Pedro de Alcântara,SC,Sul,2024,74.91,0
Remanso,BA,Nordeste,2024,32.32,1
Mojuí dos Campos,PA,Norte,2024,59.31,0
Boca do Acre,AM,Norte,2024,62.56,0
Itambacuri,MG,Sudeste,2024,56.29,1
Tijucas do Sul,PR,Sul,2024,78.94,0
Rolim de Moura,RO,Norte,2024,70.6,1
Morro do Chapéu,BA,Nordeste,2024,42.87,0
Itabaiana,SE,Nordeste,2024,33.84,1
Felipe Guerra,RN,Nordeste,2024,58.61,0
Caxias do Sul,RS,Sul,2024,70.89,0
Braço do Norte,SC,Sul,2024,63.84,0
Paracambi,RJ,Sudeste,2024,66.88,1
São Francisco do Glória,MG,Sudeste,2024,62.82,1
Quatis,RJ,Sudeste,2024,54.03,1
Fazenda Rio Grande,PR,Sul,2024,70.65,0
Carlópolis,PR,Sul,2024,74.67,0
Balneário Rincão,SC,Sul,2024,55.22,0
Formigueiro,RS,Sul,2024,80.0,0
Senador La Rocque,MA,Nordeste,2024,39.21,1
Cajapió,MA,Nordeste,2024,68.3,0
Bandeirante,SC,Sul,2024,71.69,0
Goiana,PE,Nordeste,2024,57.59,0
Aquidauana,MS,Centro-Oeste,2024,71.59,0
Afrânio,PE,Nordeste,2024,58.8,1
São João do Manhuaçu,MG,Sudeste,2024,77.22,0
Pinhalão,PR,Sul,2024,74.89,1
Desterro,PB,Nordeste,2024,59.88,0
Calçoene,AP,Norte,2024,41.81,0
Santo Antônio da Platina,PR,Sul,2024,63.64,0
Sete Lagoas,MG,Sudeste,2024,57.97,1
Espigão D'Oeste,RO,Norte,2024,80.0,0
Claro dos Poções,MG,Sudeste,2024,71.63,0
Alvorada do Gurguéia,PI,Nordeste,2024,70.23,0
Ninheira,MG,Sudeste,2024,54.31,1
Esteio,RS,Sul,2024,66.11,0
Feliz,RS,Sul,2024,73.9,0
Balneário Rincão,SC,Sul,2024,55.22,0
Cruz Alta,RS,Sul,2024,61.17,0
Tomazina,PR,Sul,2024,80.0,1
Nova Cruz,RN,Nordeste,2024,37.61,0
Gravataí,RS,Sul,2024,66.33,0
Cocalinho,MT,Centro-Oeste,2024,78.9,0
Vertentes,PE,Nordeste,2024,59.19,0
Aliança do Tocantins,TO,Norte,2024,80.0,0
Pirapora do Bom Jesus,SP,Sudeste,2024,49.33,0
Giruá,RS,Sul,2024,76.85,0
Bandeirantes,MS,Centro-Oeste,2024,33.17,1
Itacarambi,MG,Sudeste,2024,54.5,1
Santa Cruz do Sul,RS,Sul,2024,67.32,0
Pureza,RN,Nordeste,2024,42.59,0
Meleiro,SC,Sul,2024,58.99,0
João Lisboa,MA,Nordeste,2024,41.8,1
Paulista,PE,Nordeste,2024,55.98,0
Jenipapo dos Vieiras,MA,Nordeste,2024,52.45,1
Santarém Novo,PA,Norte,2024,56.76,1
Várzea Grande,MT,Centro-Oeste,2024,53.18,0
Garibaldi,RS,Sul,2024,75.26,0
Pouso Redondo,SC,Sul,2024,68.69,0
São Vicente do Sul,RS,Sul,2024,77.73,0
Serra Azul,SP,Sudeste,2024,31.16,1
Alagoinha,PE,Nordeste,2024,48.79,1
Lago da Pedra,MA,Nordeste,2024,80.0,0
Duque Bacelar,MA,Nordeste,2024,71.09,1
Amarante do Maranhão,MA,Nordeste,2024,51.2,0
América Dourada,BA,Nordeste,2024,39.16,1
Dourados,MS,Centro-Oeste,2024,46.65,1
Paulista,PE,Nordeste,2024,55.98,0
Santa Bárbara,MG,Sudeste,2024,71.52,0
Itinga do Maranhão,MA,Nordeste,2024,79.93,0
Flor da Serra do Sul,PR,Sul,2024,80.0,1
Passo Fundo,RS,Sul,2024,62.1,0
Montenegro,RS,Sul,2024,68.22,0
Pilar,AL,Nordeste,2024,44.11,1
Ladainha,MG,Sudeste,2024,31.02,1
Ipojuca,PE,Nordeste,2024,70.24,0
Nova Friburgo,RJ,Sudeste,2024,67.69,1
Tuntum,MA,Nordeste,2024,45.32,1
Hulha Negra,RS,Sul,2024,71.75,0
Uruguaiana,RS,Sul,2024,64.39,0
Vazante,MG,Sudeste,2024,49.64,1
Porto Alegre do Norte,MT,Centro-Oeste,2024,38.13,1
Ituaçu,BA,Nordeste,2024,61.25,0
Prata,MG,Sudeste,2024,59.46,0
Paraopeba,MG,Sudeste,2024,53.95,1
Presidente Médici,RO,Norte,2024,65.31,0
Vale Real,RS,Sul,2024,76.86,0
Carira,SE,Nordeste,2024,40.4,0
Cruz Alta,RS,Sul,2024,61.17,0
Simonésia,MG,Sudeste,2024,67.98,1
Darcinópolis,TO,Norte,2024,38.24,1
Bonito,MS,Centro-Oeste,2024,57.78,1
Funilândia,MG,Sudeste,2024,56.12,1
Castanheira,MT,Centro-Oeste,2024,65.88,0
Jaguaquara,BA,Nordeste,2024,51.78,1
Piratini,RS,Sul,2024,63.34,0
Timbé do Sul,SC,Sul,2024,72.66,1
São Sebastião do Caí,RS,Sul,2024,61.4,0
Sombrio,SC,Sul,2024,67.39,0
Coroaci,MG,Sudeste,2024,60.17,1
Tacuru,MS,Centro-Oeste,2024,56.3,1
Pavão,MG,Sudeste,2024,80.0,1
Materlândia,MG,Sudeste,2024,43.68,0
Macapá,AP,Norte,2024,49.2,0
Doresópolis,MG,Sudeste,2024,44.9,1
Bom Jardim da Serra,SC,Sul,2024,46.82,0
Nova Palma,RS,Sul,2024,80.0,1
Dourados,MS,Centro-Oeste,2024,46.65,1
São José de Ribamar,MA,Nordeste,2024,65.19,0
Quaraí,RS,Sul,2024,58.95,0
Fernandes Tourinho,MG,Sudeste,2024,66.17,0
Nova Roma,GO,Centro-Oeste,2024,64.38,1
Tangará,RN,Nordeste,2024,48.84,0
Santa Luzia,MA,Nordeste,2024,58.67,1
São Félix do Tocantins,TO,Norte,2024,80.0,0
Formoso,MG,Sudeste,2024,64.21,1
Igarapé do Meio,MA,Nordeste,2024,62.41,1
Nova Alvorada,RS,Sul,2024,80.0,0
Porto Alegre do Piauí,PI,Nordeste,2024,74.81,0
Águas Belas,PE,Nordeste,2024,61.28,0
Nazarezinho,PB,Nordeste,2024,43.11,1
Formiga,MG,Sudeste,2024,69.05,1
Bituruna,PR,Sul,2024,80.0,0
Canela,RS,Sul,2024,78.87,0
Rio Branco do Sul,PR,Sul,2024,65.21,0
Pará de Minas,MG,Sudeste,2024,57.9,1
Doutor Ulysses,PR,Sul,2024,76.87,0
Acorizal,MT,Centro-Oeste,2024,44.52,0
Santo Antônio das Missões,RS,Sul,2024,74.48,0
Itaporã,MS,Centro-Oeste,2024,70.79,0
Buenos Aires,PE,Nordeste,2024,65.79,1
Jaboti,PR,Sul,2024,80.0,0
Itabi,SE,Nordeste,2024,26.4,1
Cruz Alta,RS,Sul,2024,61.17,0
Rio de Janeiro,RJ,Sudeste,2024,60.14,1
Salto do Lontra,PR,Sul,2024,80.0,0
Patu,RN,Nordeste,2024,39.13,0
Porto Seguro,BA,Nordeste,2024,52.13,0
Ibarama,RS,Sul,2024,72.44,0
Ibirubá,RS,Sul,2024,63.28,0
Mirandiba,PE,Nordeste,2024,42.17,1
Recife,PE,Nordeste,2024,65.29,0
Rio de Janeiro,RJ,Sudeste,2024,60.14,1
Pedras Altas,RS,Sul,2024,67.21,0
Estiva Gerbi,SP,Sudeste,2024,50.77,1
Touros,RN,Nordeste,2024,31.91,1
Santa Vitória do Palmar,RS,Sul,2024,59.99,0
Pouso Redondo,SC,Sul,2024,68.69,0
Piranga,MG,Sudeste,2024,63.43,1
Lábrea,AM,Norte,2024,66.9,1
Lambari D'Oeste,MT,Centro-Oeste,2024,80.0,0
Cabrobó,PE,Nordeste,2024,70.14,0
Iturama,MG,Sudeste,2024,59.85,1
Magalhães de Almeida,MA,Nordeste,2024,56.28,1
Jaboatão dos Guararapes,PE,Nordeste,2024,61.03,0
Espigão D'Oeste,RO,Norte,2024,80.0,0
Paiçandu,PR,Sul,2024,70.33,0
Rolim de Moura,RO,Norte,2024,70.6,1
Ivaté,PR,Sul,2024,80.0,0
Balneário Barra do Sul,SC,Sul,2024,63.53,0
São Luís,MA,Nordeste,2024,52.79,1
Peixoto de Azevedo,MT,Centro-Oeste,2024,42.73,0
Cafelândia,SP,Sudeste,2024,64.3,0
Venâncio Aires,RS,Sul,2024,78.41,0
São José do Campestre,RN,Nordeste,2024,25.0,1
Madeiro,PI,Nordeste,2024,65.01,0
Jacaraci,BA,Nordeste,2024,66.43,0
Mondaí,SC,Sul,2024,70.43,0
Jeriquara,SP,Sudeste,2024,50.82,0
Rio Grande,RS,Sul,2024,58.45,0
Taiúva,SP,Sudeste,2024,70.03,0
Estrela,RS,Sul,2024,69.6,0
Recife,PE,Nordeste,2024,65.29,0
São Luís,MA,Nordeste,2024,52.79,1
Buritizeiro,MG,Sudeste,2024,44.21,1
Areia Branca,RN,Nordeste,2024,56.82,0
Santana do Matos,RN,Nordeste,2024,28.87,1
Messias Targino,RN,Nordeste,2024,23.97,1
Caaporã,PB,Nordeste,2024,44.29,0
Jaguaruna,SC,Sul,2024,48.39,1
Triunfo,PB,Nordeste,2024,55.0,1
Januária,MG,Sudeste,2024,27.24,1
Quipapá,PE,Nordeste,2024,53.33,1
São Marcos,RS,Sul,2024,80.0,0
Santa Cruz Cabrália,BA,Nordeste,2024,46.67,0
São Francisco de Paula,RS,Sul,2024,60.65,0
Sapiranga,RS,Sul,2024,73.9,0
Pedras de Maria da Cruz,MG,Sudeste,2024,35.81,1
Alto Alegre do Pindaré,MA,Nordeste,2024,42.71,1
Goianorte,TO,Norte,2024,57.94,0
Wanderley,BA,Nordeste,2024,58.33,0
Conselheiro Pena,MG,Sudeste,2024,69.02,0
Sítio Novo,MA,Nordeste,2024,48.38,1
Araçuaí,MG,Sudeste,2024,50.02,1
Mandaguaçu,PR,Sul,2024,63.44,0
Extremoz,RN,Nordeste,2024,53.23,0
Altônia,PR,Sul,2024,71.92,1
Belém,PB,Nordeste,2024,60.65,0
Campo Novo do Parecis,MT,Centro-Oeste,2024,65.16,0
Flexeiras,AL,Nordeste,2024,41.5,1
São Pedro da Água Branca,MA,Nordeste,2024,39.87,1
São José do Brejo do Cruz,PB,Nordeste,2024,46.27,0
Ipanguaçu,RN,Nordeste,2024,20.1,1
Coxilha,RS,Sul,2024,66.14,0
Pau D'Arco,TO,Norte,2024,11.05,1
Coronel Bicaco,RS,Sul,2024,79.32,0
Paulo Bento,RS,Sul,2024,65.38,0
Tanque do Piauí,PI,Nordeste,2024,61.92,0
Arambaré,RS,Sul,2024,61.27,0
Morro Reuter,RS,Sul,2024,56.24,1
Tapejara,RS,Sul,2024,71.34,0
Ronda Alta,RS,Sul,2024,76.01,0
Cristino Castro,PI,Nordeste,2024,55.47,1
São Martinho,SC,Sul,2024,69.93,0
Gameleira de Goiás,GO,Centro-Oeste,2024,80.0,0
Junqueiro,AL,Nordeste,2024,57.72,0
Lagoa do Mato,MA,Nordeste,2024,80.0,0
Seritinga,MG,Sudeste,2024,66.62,1
Campo Novo,RS,Sul,2024,65.72,0
Ubaí,MG,Sudeste,2024,71.8,1
Porto Vitória,PR,Sul,2024,80.0,0
Bagé,RS,Sul,2024,64.98,0
Terra Santa,PA,Norte,2024,72.19,0
Aratiba,RS,Sul,2024,80.0,0
Coronel Bicaco,RS,Sul,2024,79.32,0
João Pinheiro,MG,Sudeste,2024,63.39,1
Maracás,BA,Nordeste,2024,57.02,0
Mariópolis,PR,Sul,2024,76.94,0
Vargeão,SC,Sul,2024,80.0,0
Taguatinga,TO,Norte,2024,44.76,0
Coronel Bicaco,RS,Sul,2024,79.32,0
Taquaritinga do Norte,PE,Nordeste,2024,63.02,0
Vitória do Mearim,MA,Nordeste,2024,54.07,1
Monte Azul,MG,Sudeste,2024,80.0,0
Santa Cruz,RN,Nordeste,2024,28.5,1
Rio Grande,RS,Sul,2024,58.45,0
Guarda-Mor,MG,Sudeste,2024,79.19,0
Pouso Alegre,MG,Sudeste,2024,62.41,1
Nanuque,MG,Sudeste,2024,56.6,1
Ribeirão das Neves,MG,Sudeste,2024,59.14,1
Vitória do Xingu,PA,Norte,2024,63.83,1
Parintins,AM,Norte,2024,56.53,1
Lagoa do Barro do Piauí,PI,Nordeste,2024,59.71,0
São Caetano de Odivelas,PA,Norte,2024,40.26,1
Santa Quitéria do Maranhão,MA,Nordeste,2024,80.0,1
Rebouças,PR,Sul,2024,80.0,0
Araricá,RS,Sul,2024,76.34,0
São Sebastião,AL,Nordeste,2024,43.27,0
Laguna,SC,Sul,2024,40.16,1
Simonésia,MG,Sudeste,2024,67.98,1
Cataguases,MG,Sudeste,2024,42.67,1
Camapuã,MS,Centro-Oeste,2024,39.17,1
Padre Carvalho,MG,Sudeste,2024,52.45,1
Sebastião Laranjeiras,BA,Nordeste,2024,62.51,0
Lagoa de Pedras,RN,Nordeste,2024,52.99,0
Cacequi,RS,Sul,2024,55.58,0
Espera Feliz,MG,Sudeste,2024,72.95,0
Aparecida do Rio Doce,GO,Centro-Oeste,2024,62.97,1
Cachoeira de Pajeú,MG,Sudeste,2024,63.57,1
Passa e Fica,RN,Nordeste,2024,31.79,1
Venâncio Aires,RS,Sul,2024,78.41,0
Terra de Areia,RS,Sul,2024,69.02,0
Aratiba,RS,Sul,2024,80.0,0
Paripiranga,BA,Nordeste,2024,56.5,0
Vacaria,RS,Sul,2024,68.24,0
Francisco Santos,PI,Nordeste,2024,49.73,0
Riacho dos Cavalos,PB,Nordeste,2024,70.92,0
Buíque,PE,Nordeste,2024,57.08,0
Januária,MG,Sudeste,2024,27.24,1
Planura,MG,Sudeste,2024,51.44,1
Campo Bom,RS,Sul,2024,77.73,0
Passa Quatro,MG,Sudeste,2024,80.0,0
Solânea,PB,Nordeste,2024,78.77,0
Pirpirituba,PB,Nordeste,2024,41.41,1
Anamã,AM,Norte,2024,40.16,1
Edéia,GO,Centro-Oeste,2024,80.0,0
Campo Bom,RS,Sul,2024,77.73,0
Osório,RS,Sul,2024,69.76,0
Dom Pedrito,RS,Sul,2024,61.19,0
Tapauá,AM,Norte,2024,54.31,0
Rio dos Bois,TO,Norte,2024,24.42,1
Pato Branco,PR,Sul,2024,78.48,0
Japonvar,MG,Sudeste,2024,75.72,0
Águas de Lindóia,SP,Sudeste,2024,64.46,0
Erechim,RS,Sul,2024,64.31,0
Poté,MG,Sudeste,2024,47.81,1
Gandu,BA,Nordeste,2024,40.16,1
Sítio Novo,RN,Nordeste,2024,35.88,1
Caruaru,PE,Nordeste,2024,59.11,0
Raul Soares,MG,Sudeste,2024,69.16,1
Jandaíra,BA,Nordeste,2024,55.37,0
Salto de Pirapora,SP,Sudeste,2024,49.9,0
Carangola,MG,Sudeste,2024,55.64,1
Paraúna,GO,Centro-Oeste,2024,64.83,1
Pinheiro Preto,SC,Sul,2024,62.71,1
Barra de Santa Rosa,PB,Nordeste,2024,60.31,0
Lajeado,RS,Sul,2024,75.49,0
Água Preta,PE,Nordeste,2024,64.26,0
Bocaiúva do Sul,PR,Sul,2024,54.2,1
Sapucaia,RJ,Sudeste,2024,67.94,0
Santo Ângelo,RS,Sul,2024,66.92,0
Sapucaia do Sul,RS,Sul,2024,62.6,0
Lajedo do Tabocal,BA,Nordeste,2024,59.2,0
Piraí,RJ,Sudeste,2024,62.31,0
Afonso Cunha,MA,Nordeste,2024,73.36,1
Lagoa da Canoa,AL,Nordeste,2024,51.14,0
Pão de Açúcar,AL,Nordeste,2024,52.93,1
Lagoa Grande,PE,Nordeste,2024,58.93,1
Água Azul do Norte,PA,Norte,2024,34.94,1
Itaí,SP,Sudeste,2024,52.73,0
Mata de São João,BA,Nordeste,2024,58.32,0
Fernando Falcão,MA,Nordeste,2024,36.99,1
Uberaba,MG,Sudeste,2024,51.32,1
Cedro,PE,Nordeste,2024,52.32,1
Alagoinha do Piauí,PI,Nordeste,2024,50.17,1
Vitória do Jari,AP,Norte,2024,35.85,0
Unaí,MG,Sudeste,2024,60.33,0
Santo Antônio da Patrulha,RS,Sul,2024,77.72,0
Coaraci,BA,Nordeste,2024,43.8,0
Juiz de Fora,MG,Sudeste,2024,49.46,1
Divisa Nova,MG,Sudeste,2024,66.86,1
Santa Helena,MA,Nordeste,2024,60.93,1
Nova Módica,MG,Sudeste,2024,80.0,1
Luís Gomes,RN,Nordeste,2024,33.44,0
Goianinha,RN,Nordeste,2024,29.73,1
Lagoa da Confusão,TO,Norte,2024,33.23,1
Valença do Piauí,PI,Nordeste,2024,56.58,0
São Luiz Gonzaga,RS,Sul,2024,80.0,0
Riachão do Jacuípe,BA,Nordeste,2024,44.85,0
Nova Porteirinha,MG,Sudeste,2024,47.65,1
Paulo Ramos,MA,Nordeste,2024,76.82,1
Cabixi,RO,Norte,2024,70.85,1
Major Isidoro,AL,Nordeste,2024,46.33,0
Severiano Melo,RN,Nordeste,2024,72.95,0
Ribeirão das Neves,MG,Sudeste,2024,59.14,1
Cubatão,SP,Sudeste,2024,53.65,0
Ampére,PR,Sul,2024,67.87,1
Joaíma,MG,Sudeste,2024,48.92,0
Trabiju,SP,Sudeste,2024,80.0,0
Biritinga,BA,Nordeste,2024,29.4,1
Ponte Preta,RS,Sul,2024,63.31,0
Nova Pádua,RS,Sul,2024,80.0,0
São Miguel da Boa Vista,SC,Sul,2024,80.0,1
Aratiba,RS,Sul,2024,80.0,0
Porto Xavier,RS,Sul,2024,73.05,0
São Francisco de Paula,RS,Sul,2024,60.65,0
Milagres,BA,Nordeste,2024,40.72,1
Itatiba do Sul,RS,Sul,2024,80.0,0
Riozinho,RS,Sul,2024,76.61,0
Anchieta,SC,Sul,2024,77.89,0
Minduri,MG,Sudeste,2024,56.53,1
Faxinalzinho,RS,Sul,2024,78.45,0
Bom Jesus do Tocantins,TO,Norte,2024,33.34,0
Jardim de Angicos,RN,Nordeste,2024,23.43,1
São Sepé,RS,Sul,2024,80.0,0
Estreito,MA,Nordeste,2024,59.05,1
Petrolândia,PE,Nordeste,2024,56.52,1
Palmeira d'Oeste,SP,Sudeste,2024,69.6,1
Liberdade,MG,Sudeste,2024,60.12,1
Livramento,PB,Nordeste,2024,49.62,1
Ribeirão das Neves,MG,Sudeste,2024,59.14,1
Miguelópolis,SP,Sudeste,2024,66.88,0
Santa Juliana,MG,Sudeste,2024,65.71,0
Volta Grande,MG,Sudeste,2024,55.59,1
Nova Prata do Iguaçu,PR,Sul,2024,80.0,0
Jaguarão,RS,Sul,2024,53.41,0
São Gabriel,RS,Sul,2024,64.25,0
Amaraji,PE,Nordeste,2024,70.55,0
Cocos,BA,Nordeste,2024,53.76,0
Pérola,PR,Sul,2024,78.63,0
Sapucaí-Mirim,MG,Sudeste,2024,57.41,1
Carazinho,RS,Sul,2024,66.52,0
Baía da Traição,PB,Nordeste,2024,28.9,1
Lajeado,RS,Sul,2024,75.49,0
Santo Augusto,RS,Sul,2024,78.05,0
Caracol,MS,Centro-Oeste,2024,54.48,1
Cidade Ocidental,GO,Centro-Oeste,2024,56.04,1
Siriri,SE,Nordeste,2024,52.43,0
