municipio,uf,meta,resultado,diferenca,ano
Água Boa,MT,62.56,79.49,16.929999999999993,2024
Muriaé,MG,62.06,86.05,23.989999999999995,2024
Campos Belos,GO,67.62,75.75,8.129999999999995,2024
Itirapina,SP,62.57,69.9,7.330000000000005,2024
Quirinópolis,GO,69.08,80.29,11.210000000000008,2024
Motuca,SP,79.94,78.09,-1.8499999999999943,2024
Rio Novo do Sul,ES,78.33,77.38,-0.9500000000000028,2024
Ouro,SC,73.74,82.18,8.440000000000012,2024
Leme,SP,57.33,61.7,4.3700000000000045,2024
Quinze de Novembro,RS,70.67,89.7,19.03,2024
Piracuruca,PI,76.3,82.48,6.180000000000007,2024
Farol,PR,76.57,96.3,19.730000000000004,2024
Santa Maria do Tocantins,TO,31.78,39.73,7.949999999999996,2024
Venda Nova do Imigrante,ES,80.0,87.97,7.969999999999999,2024
Passos,MG,67.82,82.88,15.060000000000002,2024
Pinhal Grande,RS,66.33,40.0,-26.33,2024
Catuípe,RS,80.0,60.0,-20.0,2024
Óleo,SP,60.93,70.0,9.07,2024
Conceição do Mato Dentro,MG,62.26,60.0,-2.259999999999998,2024
Vargem Grande,MA,80.0,96.58,16.58,2024
Bugre,MG,80.0,85.0,5.0,2024
Fortuna de Minas,MG,62.69,90.83,28.14,2024
Turvo,SC,62.69,78.73,16.040000000000006,2024
Penaforte,CE,78.04,63.67,-14.370000000000005,2024
Cláudio,MG,64.18,82.99,18.809999999999988,2024
Salto Veloso,SC,80.0,72.08,-7.920000000000002,2024
São Roque do Canaã,ES,75.39,89.65,14.260000000000005,2024
José Bonifácio,SP,59.8,59.52,-0.27999999999999403,2024
Atibaia,SP,72.05,65.26,-6.789999999999992,2024
Ouro Branco,RN,46.85,73.61,26.759999999999998,2024
Trindade do Sul,RS,80.0,62.9,-17.1,2024
São João da Lagoa,MG,54.91,77.83,22.92,2024
Santa Maria do Suaçuí,MG,64.62,95.51,30.89,2024
Riachinho,TO,28.46,54.32,25.86,2024
Alterosa,MG,64.6,85.54,20.940000000000012,2024
Serranópolis de Minas,MG,80.0,95.99,15.989999999999995,2024
Itaúna,MG,71.43,80.71,9.279999999999987,2024
Três Pontas,MG,64.27,81.66,17.39,2024
Ribeirão do Sul,SP,75.04,58.93,-16.110000000000007,2024
Casa Branca,SP,50.63,61.98,11.349999999999994,2024
Populina,SP,78.22,79.69,1.4699999999999989,2024
Tarumirim,MG,71.59,75.64,4.049999999999997,2024
São José dos Campos,SP,61.18,64.52,3.3399999999999963,2024
Sigefredo Pacheco,PI,50.79,75.67,24.880000000000003,2024
Três Lagoas,MS,71.48,82.99,11.509999999999991,2024
Congonhal,MG,74.47,83.44,8.969999999999999,2024
São Mamede,PB,44.17,49.02,4.850000000000001,2024
São Joaquim de Bicas,MG,53.39,82.15,28.760000000000005,2024
Venda Nova do Imigrante,ES,80.0,82.2,2.200000000000003,2024
Araras,SP,61.73,75.89,14.160000000000004,2024
Ouro Verde de Goiás,GO,80.0,96.61,16.61,2024
Santa Rita,PB,47.0,57.55,10.549999999999997,2024
Boituva,SP,64.65,69.83,5.179999999999993,2024
Capivari,SP,67.01,66.48,-0.5300000000000011,2024
Matias Barbosa,MG,62.35,78.82,16.46999999999999,2024
Rondinha,RS,80.0,75.3,-4.700000000000003,2024
Milagres do Maranhão,MA,80.0,96.86,16.86,2024
Itaberaí,GO,79.11,81.22,2.1099999999999994,2024
São João do Oriente,MG,80.0,67.66,-12.340000000000003,2024
Brazabrantes,GO,54.03,90.96,36.92999999999999,2024
Ipê,RS,80.0,60.1,-19.9,2024
Santana do Riacho,MG,64.05,80.15,16.10000000000001,2024
Pombal,PB,62.19,65.57,3.3799999999999955,2024
Estiva,MG,73.63,81.08,7.450000000000003,2024
Senador Modestino Gonçalves,MG,76.11,90.34,14.230000000000004,2024
Ipuaçu,SC,62.89,77.74,14.849999999999994,2024
Três Pontas,MG,64.27,81.67,17.400000000000006,2024
Fagundes Varela,RS,80.0,69.2,-10.799999999999997,2024
Guanhães,MG,61.34,84.48,23.14,2024
Brasnorte,MT,56.56,69.06,12.5,2024
Guarani das Missões,RS,71.9,100.0,28.099999999999994,2024
Passa e Fica,RN,31.79,53.85,22.060000000000002,2024
Miracatu,SP,49.39,65.52,16.129999999999995,2024
Pancas,ES,80.0,88.46,8.459999999999994,2024
Sousa,PB,49.9,65.82,15.919999999999995,2024
Dirce Reis,SP,52.09,84.62,32.53,2024
Luís Gomes,RN,33.44,61.54,28.1,2024
Boa Esperança,ES,77.19,84.92,7.730000000000004,2024
Alfredo Vasconcelos,MG,73.26,78.08,4.819999999999993,2024
Sem-Peixe,MG,77.0,84.62,7.6200000000000045,2024
Vista Alegre,RS,80.0,100.0,20.0,2024
Ibiaçá,RS,71.87,61.8,-10.070000000000007,2024
São Manoel do Paraná,PR,80.0,73.08,-6.920000000000002,2024
Rio do Campo,SC,69.94,80.05,10.11,2024
Santana da Vargem,MG,67.34,88.46,21.11999999999999,2024
Quinze de Novembro,RS,70.67,100.0,29.33,2024
Jardim Olinda,PR,54.93,92.31,37.38,2024
Cerquilho,SP,64.08,69.15,5.070000000000007,2024
Itaguaçu,ES,74.88,87.07,12.189999999999998,2024
São Sebastião do Paraíso,MG,67.85,81.09,13.240000000000009,2024
Novo Cruzeiro,MG,76.27,81.88,5.609999999999999,2024
Formiga,MG,69.05,85.91,16.86,2024
Veredinha,MG,65.08,77.02,11.939999999999998,2024
São Tomás de Aquino,MG,70.04,82.09,12.049999999999997,2024
Itaipulândia,PR,80.0,84.64,4.640000000000001,2024
Teresina,PI,53.41,73.95,20.540000000000006,2024
Centralina,MG,78.54,91.99,13.449999999999989,2024
Monte Carmelo,MG,66.33,84.51,18.180000000000007,2024
São José dos Campos,SP,61.18,64.75,3.5700000000000003,2024
Lavras,MG,60.18,97.83,37.65,2024
Cruz do Espírito Santo,PB,60.34,47.63,-12.71,2024
Desterro de Entre Rios,MG,80.0,79.93,-0.06999999999999318,2024
Salgado Filho,PR,80.0,93.11,13.11,2024
Coité do Nóia,AL,75.74,77.24,1.5,2024
Alegre,ES,69.0,86.32,17.319999999999993,2024
Goianésia,GO,79.82,82.28,2.460000000000008,2024
Riacho dos Machados,MG,69.55,70.0,0.45000000000000284,2024
Itirapuã,SP,74.86,82.38,7.519999999999996,2024
Rafael Godeiro,RN,37.03,67.22,30.189999999999998,2024
Alto do Rodrigues,RN,53.58,52.52,-1.0599999999999952,2024
Teodoro Sampaio,SP,68.95,72.78,3.8299999999999983,2024
Campinas,SP,47.76,65.69,17.93,2024
Nova Bandeirantes,MT,74.34,76.59,2.25,2024
Coronel Freitas,SC,75.16,86.74,11.579999999999998,2024
Itaporanga,SP,43.0,70.1,27.099999999999994,2024
Cássia,MG,72.14,77.7,5.560000000000002,2024
Novorizonte,MG,69.97,92.71,22.739999999999995,2024
Morro Agudo de Goiás,GO,80.0,96.88,16.879999999999995,2024
Cássia dos Coqueiros,SP,69.29,75.0,5.709999999999994,2024
Caturité,PB,57.47,76.68,19.210000000000008,2024
Terra Nova do Norte,MT,62.25,61.14,-1.1099999999999994,2024
Iporanga,SP,56.89,65.63,8.739999999999995,2024
Sousa,PB,49.9,66.52,16.619999999999997,2024
Caldas,MG,56.1,72.95,16.85,2024
Faina,GO,74.61,70.81,-3.799999999999997,2024
Joanésia,MG,80.0,85.58,5.579999999999998,2024
Maratá,RS,69.78,59.8,-9.980000000000004,2024
Oscar Bressane,SP,70.12,88.17,18.049999999999997,2024
Alvinópolis,MG,54.12,90.41,36.29,2024
Palmitinho,RS,80.0,72.2,-7.799999999999997,2024
Coração de Jesus,MG,67.95,81.44,13.489999999999995,2024
Presidente Epitácio,SP,53.56,69.12,15.560000000000002,2024
Itaúna,MG,71.43,87.39,15.959999999999994,2024
Nhandeara,SP,68.69,70.29,1.6000000000000085,2024
Monte Horebe,PB,80.0,93.4,13.400000000000006,2024
Goioxim,PR,80.0,90.42,10.420000000000002,2024
Saudades,SC,80.0,80.9,0.9000000000000057,2024
Planaltina do Paraná,PR,79.82,80.42,0.6000000000000085,2024
Boa Vista do Buricá,RS,80.0,67.3,-12.700000000000003,2024
Santa Cruz do Rio Pardo,SP,57.25,66.42,9.170000000000002,2024
Indiaporã,SP,69.58,78.96,9.379999999999995,2024
Catanduvas,SC,70.18,72.43,2.25,2024
Pilões,RN,67.21,63.16,-4.049999999999997,2024
Rolante,RS,80.0,65.8,-14.200000000000003,2024
Olho d'Água,PB,66.76,94.74,27.97999999999999,2024
Turvânia,GO,73.74,80.7,6.960000000000008,2024
Itamarati de Minas,MG,53.26,73.68,20.42000000000001,2024
Jales,SP,59.42,70.53,11.11,2024
Mantenópolis,ES,80.0,95.06,15.060000000000002,2024
Herval d'Oeste,SC,57.65,89.47,31.82,2024
Chiapetta,RS,78.78,73.7,-5.079999999999998,2024
Joaçaba,SC,62.61,89.47,26.86,2024
Marcelino Ramos,RS,74.28,77.7,3.4200000000000017,2024
Itariri,SP,64.65,70.98,6.329999999999998,2024
Matipó,MG,80.0,88.17,8.170000000000002,2024
Catanduva,SP,58.62,70.27,11.649999999999999,2024
Pedrinhas Paulista,SP,71.34,67.92,-3.4200000000000017,2024
Ervália,MG,58.71,85.0,26.29,2024
Itaúna,MG,71.43,88.76,17.33,2024
Aguaí,SP,52.38,77.83,25.449999999999996,2024
Cordeirópolis,SP,75.28,69.6,-5.680000000000007,2024
Barueri,SP,65.63,68.13,2.5,2024
Alcantil,PB,48.58,45.86,-2.719999999999999,2024
Alto Caparaó,MG,80.0,87.17,7.170000000000002,2024
Santa Cruz dos Milagres,PI,57.0,68.18,11.180000000000007,2024
Pedralva,MG,55.01,85.5,30.490000000000002,2024
Divino das Laranjeiras,MG,47.5,85.71,38.209999999999994,2024
Holambra,SP,61.93,62.59,0.6600000000000037,2024
Cássia,MG,72.14,76.99,4.849999999999994,2024
Rio Pardo de Minas,MG,74.39,87.03,12.64,2024
Jardim do Seridó,RN,33.95,62.8,28.849999999999994,2024
Cruzeta,RN,56.46,60.81,4.350000000000001,2024
Barbacena,MG,62.71,85.85,23.139999999999993,2024
Mairiporã,SP,59.15,63.31,4.160000000000004,2024
Jaguariúna,SP,65.65,70.22,4.569999999999993,2024
Bilac,SP,63.3,74.74,11.439999999999998,2024
Jundiaí,SP,70.94,70.49,-0.45000000000000284,2024
Leopoldo de Bulhões,GO,78.01,75.41,-2.6000000000000085,2024
Salto,SP,60.17,76.93,16.760000000000005,2024
Piraúba,MG,75.54,85.01,9.469999999999999,2024
Campinas do Sul,RS,80.0,68.0,-12.0,2024
Governador Dix-Sept Rosado,RN,61.52,56.0,-5.520000000000003,2024
Monteiro,PB,59.17,61.09,1.9200000000000017,2024
Alvorada,TO,53.11,72.02,18.909999999999997,2024
Ipatinga,MG,67.17,86.31,19.14,2024
Passos,MG,67.82,86.17,18.35000000000001,2024
Teodoro Sampaio,SP,68.95,70.49,1.539999999999992,2024
Conselheiro Mairinck,PR,56.22,69.16,12.939999999999998,2024
Porto Feliz,SP,74.61,70.08,-4.530000000000001,2024
Planalto,PR,80.0,78.93,-1.0699999999999932,2024
Parapuã,SP,76.25,73.38,-2.8700000000000045,2024
Ecoporanga,ES,70.94,94.08,23.14,2024
Rincão,SP,62.42,74.83,12.409999999999997,2024
Manduri,SP,65.13,65.64,0.5100000000000051,2024
Bom Jesus,SC,67.18,55.49,-11.690000000000005,2024
Grão Mogol,MG,72.9,86.04,13.14,2024
São Sebastião da Grama,SP,67.26,68.66,1.3999999999999915,2024
Franca,SP,61.42,70.87,9.450000000000003,2024
Dourado,SP,72.84,71.85,-0.9900000000000091,2024
Aiuruoca,MG,59.4,85.71,26.309999999999995,2024
Olhos-d'Água,MG,70.12,90.16,20.039999999999992,2024
Rosana,SP,62.92,94.57,31.64999999999999,2024
Conceição do Canindé,PI,52.61,70.98,18.370000000000005,2024
Campestre,MG,71.58,81.73,10.150000000000006,2024
Braúna,SP,80.0,73.18,-6.819999999999993,2024
Caiabu,SP,50.17,65.71,15.539999999999992,2024
Frutuoso Gomes,RN,27.09,53.24,26.150000000000002,2024
Vila Propício,GO,75.29,79.46,4.1699999999999875,2024
João Monlevade,MG,64.07,87.09,23.02000000000001,2024
Paraíso,SC,80.0,83.86,3.8599999999999994,2024
Cândido Mota,SP,73.87,68.07,-5.800000000000011,2024
Jaicós,PI,79.14,58.67,-20.47,2024
Areial,PB,80.0,70.75,-9.25,2024
Ribeirão Pires,SP,66.91,67.0,0.09000000000000341,2024
Paula Cândido,MG,58.13,89.89,31.759999999999998,2024
Lins,SP,75.13,76.82,1.6899999999999977,2024
Brejetuba,ES,69.4,88.47,19.069999999999993,2024
Sorocaba,SP,53.15,67.74,14.589999999999996,2024
Apiaí,SP,70.29,64.51,-5.780000000000001,2024
Nova Veneza,SC,71.23,79.48,8.25,2024
Santa Rosa de Goiás,GO,80.0,100.0,20.0,2024
Taquaritinga,SP,65.07,72.83,7.760000000000005,2024
Gavião Peixoto,SP,68.99,73.65,4.660000000000011,2024
Itapiranga,SC,72.9,81.61,8.709999999999994,2024
Matão,SP,66.95,62.33,-4.6200000000000045,2024
Nova Mutum,MT,66.79,74.86,8.069999999999993,2024
Gurinhatã,MG,77.39,86.09,8.700000000000003,2024
Salto de Pirapora,SP,49.9,67.37,17.470000000000006,2024
Novo Alegre,TO,72.98,70.33,-2.6500000000000057,2024
Quilombo,SC,69.21,70.08,0.8700000000000045,2024
Taquarussu,MS,79.02,85.45,6.430000000000007,2024
Jequeri,MG,61.2,85.87,24.67,2024
Viadutos,RS,80.0,86.9,6.900000000000006,2024
Guaraci,SP,74.77,73.02,-1.75,2024
Santa Bárbara d'Oeste,SP,58.84,66.84,8.0,2024
Cruzeiro do Iguaçu,PR,80.0,86.52,6.519999999999996,2024
Romaria,MG,61.43,70.69,9.259999999999998,2024
Cambuquira,MG,71.0,81.89,10.89,2024
Itatiba,SP,67.53,73.47,5.939999999999998,2024
Formiga,MG,69.05,86.89,17.840000000000003,2024
Salgadinho,PB,73.86,83.93,10.070000000000007,2024
Embu-Guaçu,SP,51.94,65.86,13.920000000000002,2024
Pratápolis,MG,65.46,88.36,22.900000000000006,2024
Nova Aliança,SP,61.36,73.75,12.39,2024
Buriti de Goiás,GO,80.0,96.46,16.459999999999994,2024
Viadutos,RS,80.0,83.1,3.0999999999999943,2024
Curimatá,PI,70.09,81.77,11.679999999999993,2024
Novo Mundo,MT,57.99,67.67,9.68,2024
Itápolis,SP,68.83,72.98,4.150000000000006,2024
Luiz Alves,SC,80.0,76.19,-3.8100000000000023,2024
Itacambira,MG,78.78,100.0,21.22,2024
Santa Albertina,SP,67.95,58.21,-9.740000000000002,2024
Canabrava do Norte,MT,41.47,78.89,37.42,2024
Porto Grande,AP,67.62,68.7,1.0799999999999983,2024
Santa Rosa de Viterbo,SP,75.23,75.32,0.0899999999999892,2024
Mirassolândia,SP,62.66,55.96,-6.699999999999996,2024
Itaguara,MG,60.81,90.91,30.099999999999994,2024
Pilõezinhos,PB,80.0,56.06,-23.939999999999998,2024
Cruzeta,RN,56.46,58.31,1.8500000000000014,2024
Queluz,SP,64.92,68.79,3.8700000000000045,2024
Pato Bragado,PR,80.0,90.41,10.409999999999997,2024
Carmo do Paranaíba,MG,71.94,86.35,14.409999999999997,2024
São José do Rio Pardo,SP,52.98,72.13,19.15,2024
Novo Santo Antônio,MT,72.61,58.27,-14.339999999999996,2024
Ribeirãozinho,MT,54.05,52.72,-1.3299999999999983,2024
Taiobeiras,MG,70.99,85.52,14.530000000000001,2024
Perdizes,MG,69.85,83.41,13.560000000000002,2024
Cariré,CE,80.0,98.77,18.769999999999996,2024
Boa Vista do Cadeado,RS,72.77,66.7,-6.069999999999993,2024
Flórida,PR,65.64,78.57,12.929999999999993,2024
Carrapateira,PB,70.72,91.67,20.950000000000003,2024
Faxinal do Soturno,RS,79.26,66.7,-12.560000000000002,2024
Américo Brasiliense,SP,68.63,71.18,2.5500000000000114,2024
Antônio Almeida,PI,80.0,73.81,-6.189999999999998,2024
Tapera,RS,64.43,77.9,13.469999999999999,2024
Santa Terezinha do Tocantins,TO,60.03,57.14,-2.8900000000000006,2024
Santa Tereza de Goiás,GO,80.0,91.67,11.670000000000002,2024
Nova Bréscia,RS,77.71,94.4,16.690000000000012,2024
São Gonçalo do Sapucaí,MG,76.83,77.78,0.9500000000000028,2024
Medeiros,MG,80.0,78.57,-1.4300000000000068,2024
Cerro Branco,RS,73.15,66.7,-6.450000000000003,2024
Ribeirão dos Índios,SP,72.08,91.67,19.590000000000003,2024
Ipê,RS,80.0,58.3,-21.700000000000003,2024
Canindé,CE,80.0,91.67,11.670000000000002,2024
São João d'Aliança,GO,80.0,89.53,9.530000000000001,2024
Viadutos,RS,80.0,75.0,-5.0,2024
Funilândia,MG,56.12,66.67,10.550000000000004,2024
Ferros,MG,44.57,88.1,43.529999999999994,2024
Rio do Campo,SC,69.94,94.44,24.5,2024
São José do Divino,MG,50.96,77.78,26.82,2024
Montauri,RS,80.0,75.0,-5.0,2024
Mato Leitão,RS,80.0,75.0,-5.0,2024
São João da Paraúna,GO,80.0,87.5,7.5,2024
Sete de Setembro,RS,78.78,66.7,-12.079999999999998,2024
Araguaiana,MT,80.0,91.53,11.530000000000001,2024
Manoel Viana,RS,35.72,47.2,11.480000000000004,2024
Campo Azul,MG,80.0,73.26,-6.739999999999995,2024
Vila Valério,ES,80.0,91.65,11.650000000000006,2024
São José do Rio Pardo,SP,52.98,67.62,14.640000000000008,2024
Andradina,SP,60.79,65.48,4.690000000000005,2024
Bom Sucesso,MG,69.34,83.73,14.39,2024
Formosa do Sul,SC,67.78,76.76,8.980000000000004,2024
Bauru,SP,49.57,67.9,18.330000000000005,2024
Buritama,SP,66.64,67.83,1.1899999999999977,2024
São Francisco do Piauí,PI,61.76,64.27,2.509999999999998,2024
Bertioga,SP,58.87,69.58,10.71,2024
Borborema,PB,80.0,67.57,-12.430000000000007,2024
São José do Rio Pardo,SP,52.98,63.96,10.980000000000004,2024
Ecoporanga,ES,70.94,94.7,23.760000000000005,2024
Graça,CE,80.0,100.0,20.0,2024
Capão Bonito,SP,65.3,74.63,9.329999999999998,2024
Dona Emma,SC,80.0,88.51,8.510000000000005,2024
Santa Luzia do Paruá,MA,80.0,85.76,5.760000000000005,2024
Pirangi,SP,80.0,75.61,-4.390000000000001,2024
Três Pontas,MG,64.27,81.7,17.430000000000007,2024
Guareí,SP,65.19,68.52,3.3299999999999983,2024
Taiobeiras,MG,70.99,86.34,15.350000000000009,2024
Baraúna,PB,62.78,89.76,26.980000000000004,2024
Iguatu,CE,60.44,63.35,2.9100000000000037,2024
Diadema,SP,47.05,75.04,27.99000000000001,2024
Roque Gonzales,RS,76.36,76.0,-0.35999999999999943,2024
Itapuranga,GO,80.0,85.1,5.099999999999994,2024
Lontra,MG,66.64,78.07,11.429999999999993,2024
Bom Jesus do Araguaia,MT,38.34,82.63,44.28999999999999,2024
Caibaté,RS,80.0,63.1,-16.9,2024
São Carlos,SP,56.26,72.92,16.660000000000004,2024
São João Batista do Glória,MG,80.0,84.26,4.260000000000005,2024
Ribeirão Corrente,SP,73.16,74.51,1.3500000000000085,2024
Santa Rita do Sapucaí,MG,54.67,96.81,42.14,2024
Itapecerica,MG,73.56,85.54,11.980000000000004,2024
Anchieta,SC,77.89,82.02,4.1299999999999955,2024
Bom Jesus do Sul,PR,80.0,93.48,13.480000000000004,2024
São Simão,SP,65.66,67.73,2.0700000000000074,2024
Itaguaçu,ES,74.88,87.99,13.11,2024
Taquaruçu do Sul,RS,80.0,82.9,2.9000000000000057,2024
Sebastianópolis do Sul,SP,80.0,75.86,-4.140000000000001,2024
Prata,PB,52.77,63.28,10.509999999999998,2024
Mococa,SP,51.87,70.42,18.550000000000004,2024
São José dos Quatro Marcos,MT,80.0,68.7,-11.299999999999997,2024
São Gonçalo do Piauí,PI,80.0,64.04,-15.959999999999994,2024
Divinolândia,SP,56.9,61.36,4.460000000000001,2024
Sericita,MG,70.39,84.85,14.459999999999994,2024
General Carneiro,MT,80.0,71.41,-8.590000000000003,2024
Gaurama,RS,78.98,74.7,-4.280000000000001,2024
Alagoa,MG,69.11,89.66,20.549999999999997,2024
São Tiago,MG,80.0,88.85,8.849999999999994,2024
Mutunópolis,GO,80.0,100.0,20.0,2024
Mira Estrela,SP,64.03,93.03,29.0,2024
Marília,SP,62.61,70.7,8.090000000000003,2024
Lucas do Rio Verde,MT,66.59,73.53,6.939999999999998,2024
Piraúba,MG,75.54,87.11,11.569999999999993,2024
Aiuaba,CE,75.88,75.83,-0.04999999999999716,2024
Heliodora,MG,53.53,67.59,14.060000000000002,2024
Novo Jardim,TO,29.51,61.24,31.73,2024
São Joaquim da Barra,SP,51.12,67.94,16.82,2024
Atalanta,SC,72.52,64.79,-7.72999999999999,2024
Ouro Fino,MG,66.49,84.81,18.320000000000007,2024
Taquaraçu de Minas,MG,68.34,94.4,26.060000000000002,2024
Carmo do Paranaíba,MG,71.94,86.19,14.25,2024
Santa Cruz,RN,28.5,65.22,36.72,2024
Ibitirama,ES,74.85,95.65,20.80000000000001,2024
Fama,MG,73.24,86.96,13.719999999999999,2024
Santo Antônio do Planalto,RS,77.57,77.2,-0.36999999999999034,2024
Mulungu,PB,60.21,66.64,6.43,2024
Chapadão do Céu,GO,80.0,87.51,7.510000000000005,2024
Sebastião Leal,PI,80.0,76.86,-3.1400000000000006,2024
Milagres,CE,76.0,79.33,3.3299999999999983,2024
Herculândia,SP,80.0,81.08,1.0799999999999983,2024
Nova Independência,SP,54.76,88.79,34.03000000000001,2024
Ribeirão Pires,SP,66.91,67.42,0.5100000000000051,2024
Caturaí,GO,70.26,87.17,16.909999999999997,2024
Arroio do Tigre,RS,80.0,65.2,-14.799999999999997,2024
São Domingos do Cariri,PB,80.0,100.0,20.0,2024
Itápolis,SP,68.83,76.17,7.340000000000003,2024
Pai Pedro,MG,65.4,76.4,11.0,2024
Dona Eusébia,MG,52.47,95.71,43.239999999999995,2024
Santana da Vargem,MG,67.34,87.88,20.539999999999992,2024
Pinhalzinho,SP,78.39,78.79,0.4000000000000057,2024
José Raydan,MG,79.22,77.36,-1.8599999999999994,2024
Itapura,SP,54.6,79.05,24.449999999999996,2024
Pereira Barreto,SP,68.39,83.47,15.079999999999998,2024
Maria da Fé,MG,64.13,78.16,14.030000000000001,2024
São Miguel do Araguaia,GO,80.0,91.4,11.400000000000006,2024
Brejetuba,ES,69.4,87.96,18.559999999999988,2024
Pinhal da Serra,RS,75.04,35.3,-39.74000000000001,2024
Patos,PB,49.44,67.47,18.03,2024
Indiana,SP,80.0,70.59,-9.409999999999997,2024
Águas Frias,SC,48.72,88.24,39.519999999999996,2024
Itajobi,SP,80.0,82.74,2.739999999999995,2024
Junco do Seridó,PB,60.17,76.21,16.039999999999992,2024
Manoel Emídio,PI,80.0,82.38,2.3799999999999955,2024
Novo Santo Antônio,PI,53.65,82.08,28.43,2024
Ibiraci,MG,39.73,84.15,44.42000000000001,2024
São Gonçalo do Rio Preto,MG,80.0,83.33,3.3299999999999983,2024
Campo Belo,MG,71.17,85.57,14.399999999999991,2024
Cidelândia,MA,68.64,86.24,17.599999999999994,2024
Cardoso,SP,70.71,59.86,-10.849999999999994,2024
Araraquara,SP,59.9,69.45,9.550000000000004,2024
Bariri,SP,67.3,72.3,5.0,2024
Ipiranga de Goiás,GO,80.0,96.55,16.549999999999997,2024
Santana do Jacaré,MG,76.82,86.67,9.850000000000009,2024
Pontes Gestal,SP,72.78,74.25,1.4699999999999989,2024
Amaralina,GO,80.0,89.83,9.829999999999998,2024
Cristina,MG,59.84,81.73,21.89,2024
Lucianópolis,SP,75.65,75.0,-0.6500000000000057,2024
Laranja da Terra,ES,80.0,87.5,7.5,2024
Duartina,SP,80.0,77.0,-3.0,2024
Itápolis,SP,68.83,77.38,8.549999999999997,2024
Armazém,SC,72.02,78.79,6.77000000000001,2024
Barros Cassal,RS,55.82,74.3,18.479999999999997,2024
Atalaia,PR,80.0,88.32,8.319999999999993,2024
Belmonte,SC,74.01,80.41,6.3999999999999915,2024
Gabriel Monteiro,SP,80.0,85.45,5.450000000000003,2024
Presidente Epitácio,SP,53.56,72.17,18.61,2024
Gouveia,MG,75.13,91.11,15.980000000000004,2024
Ouro Verde do Oeste,PR,80.0,90.05,10.049999999999997,2024
Álvares Florence,SP,78.82,72.05,-6.769999999999996,2024
Mineiros do Tietê,SP,51.31,68.18,16.870000000000005,2024
Jauru,MT,52.12,74.68,22.56000000000001,2024
Cocal de Telha,PI,69.55,59.56,-9.989999999999995,2024
Lagoa Bonita do Sul,RS,72.28,54.2,-18.08,2024
Buritizal,SP,80.0,56.29,-23.71,2024
Porto Grande,AP,67.62,73.42,5.799999999999997,2024
Tanabi,SP,67.59,74.07,6.47999999999999,2024
Cajazeiras,PB,56.36,83.9,27.540000000000006,2024
Conde,PB,65.28,69.48,4.200000000000003,2024
Santa Rita do Passa Quatro,SP,65.26,67.97,2.7099999999999937,2024
Ibaretama,CE,71.84,60.53,-11.310000000000002,2024
José Bonifácio,SP,59.8,63.34,3.5400000000000063,2024
Dom Aquino,MT,80.0,71.45,-8.549999999999997,2024
Guapiaçu,SP,60.24,70.54,10.300000000000004,2024
Astolfo Dutra,MG,75.66,88.29,12.63000000000001,2024
Petrolina de Goiás,GO,62.71,85.41,22.699999999999996,2024
Rosana,SP,62.92,82.37,19.450000000000003,2024
São Braz do Piauí,PI,80.0,66.39,-13.61,2024
Ouroeste,SP,80.0,89.21,9.209999999999994,2024
Campinas,SP,47.76,72.3,24.54,2024
Redentora,RS,80.0,81.8,1.7999999999999972,2024
Pedro Avelino,RN,26.54,63.64,37.1,2024
Mãe d'Água,PB,71.59,63.64,-7.950000000000003,2024
Tapiraí,MG,77.0,100.0,23.0,2024
Águas de Lindóia,SP,64.46,54.55,-9.909999999999997,2024
Canavieira,PI,55.53,86.82,31.289999999999992,2024
São José de Princesa,PB,80.0,81.82,1.8199999999999932,2024
Quiterianópolis,CE,80.0,90.91,10.909999999999997,2024
São Patrício,GO,80.0,86.36,6.359999999999999,2024
São Domingos,SC,78.68,90.91,12.22999999999999,2024
Álvares Machado,SP,58.23,72.19,13.96,2024
Ouro Verde,SP,80.0,76.07,-3.930000000000007,2024
Itapetininga,SP,48.17,81.28,33.11,2024
Pirapozinho,SP,75.83,69.44,-6.390000000000001,2024
União do Sul,MT,63.63,68.93,5.300000000000004,2024
Aruanã,GO,79.85,90.33,10.480000000000004,2024
Sorriso,MT,79.21,81.05,1.8400000000000034,2024
Araçatuba,SP,68.1,74.22,6.1200000000000045,2024
Palestina,SP,61.63,72.03,10.399999999999999,2024
Arabutã,SC,79.48,96.31,16.83,2024
São Mateus,ES,69.26,83.36,14.099999999999994,2024
Nova Olinda,CE,80.0,99.53,19.53,2024
Pará de Minas,MG,57.9,84.48,26.580000000000005,2024
Paulistas,MG,71.9,90.14,18.239999999999995,2024
Itapororoca,PB,73.05,84.21,11.159999999999997,2024
Vargem,SP,75.3,65.34,-9.959999999999994,2024
São Simão,SP,65.66,65.55,-0.10999999999999943,2024
Assaré,CE,80.0,98.08,18.08,2024
Avanhandava,SP,72.36,77.37,5.010000000000005,2024
Pains,MG,69.54,86.83,17.289999999999992,2024
Silvânia,GO,80.0,91.2,11.200000000000003,2024
Serra do Navio,AP,39.84,73.61,33.769999999999996,2024
Mundo Novo,GO,80.0,94.04,14.040000000000006,2024
Presidente Venceslau,SP,63.36,76.57,13.209999999999994,2024
Cachoeira Dourada,GO,73.68,79.19,5.509999999999991,2024
Redentora,RS,80.0,63.9,-16.1,2024
Redentora,RS,80.0,60.0,-20.0,2024
Domingos Martins,ES,80.0,87.27,7.269999999999996,2024
Caçu,GO,74.28,91.38,17.099999999999994,2024
